S0,rho,T,r,lamda,vbar,eta,v0,Swap_Prices
95.41150701,0.172016557,0.74058459,0.27783785,0.854670639,0.304963536,0.050973522,0.640911343,0.555993921
118.6662556,0.247644792,0.176963784,0.502697955,0.195567828,0.400110543,0.210677796,0.60109285,0.603487214
97.94478439,0.147568024,0.130282413,0.281088007,0.791890795,0.27231457,0.108968831,0.161826743,0.171386057
84.35770535,0.139959266,0.301168605,0.396909824,0.223622692,0.428408217,0.079293086,0.180861143,0.191485557
91.49875,0.183203445,0.888023317,0.105670682,0.268109878,0.395010388,0.370400659,0.683119445,0.654318555
87.83610466,0.12400277,0.150052555,0.401210788,0.662495734,0.376662911,0.235836611,0.517863404,0.522272743
89.24223457,0.279224474,0.846179308,0.402512693,0.621783186,0.165335465,0.32336537,0.155341743,0.15831478
86.83096309,0.395666417,0.589423242,0.432416727,0.771783266,0.101299352,0.126974685,0.158350592,0.148244207
88.91189244,0.303266256,0.351988319,0.758919496,0.873500841,0.115730293,0.364519823,0.49740919,0.449259664
86.1953281,0.388111344,0.98564428,0.381358469,0.552329094,0.201708817,0.280440321,0.418596448,0.369439124
113.3444294,0.387466053,0.24047601,0.756397638,0.236734068,0.567922897,0.139413327,0.585314401,0.591946878
102.9512354,0.153994009,0.787031077,0.336135275,0.876083811,0.466422954,0.391054357,0.441116823,0.449294437
96.53212269,0.233005552,0.751976618,0.250294498,0.208656586,0.16123364,0.20383974,0.248414678,0.242536952
106.0179763,0.130936194,0.367730434,0.754424081,0.57242587,0.540619382,0.177921936,0.513321353,0.520232996
116.6563837,0.212461787,0.41404942,0.220075348,0.167219362,0.256888299,0.298953488,0.273514157,0.27326505
88.13799445,0.166541104,0.399459772,0.685132834,0.367039819,0.192254105,0.068192768,0.319413319,0.31368904
107.6045228,0.330627373,0.22378928,0.489584789,0.394375579,0.481274108,0.323236597,0.730167429,0.724963874
103.3978045,0.147407636,0.714702925,0.236613887,0.695115322,0.595576974,0.087136056,0.408887606,0.449191004
110.2282023,0.303126684,0.292773692,0.132146945,0.659786,0.506948786,0.12852564,0.584086399,0.584351532
108.8162592,0.170398204,0.686745687,0.782726921,0.233426303,0.335021643,0.149626228,0.242347516,0.2513337
93.00072941,0.308785716,0.135318809,0.687893951,0.42497916,0.262662311,0.184450067,0.609171455,0.601903553
106.1790131,0.290749248,0.519478089,0.545836689,0.755080677,0.420403681,0.259790759,0.150385425,0.199391113
109.0245887,0.220447369,0.899643362,0.775188985,0.211957176,0.403595465,0.244566006,0.701001737,0.6769425
98.58139848,0.177173571,0.427685539,0.462699777,0.397946104,0.354771487,0.193114595,0.256206837,0.265880096
89.92072707,0.143435336,0.785902889,0.375565429,0.645567221,0.268325171,0.203276772,0.773204158,0.664000918
109.89097,0.183965113,0.587215027,0.394914092,0.281412976,0.163300564,0.111926266,0.312556136,0.303122811
107.3633954,0.370521899,0.334093621,0.572541867,0.43407566,0.592090946,0.225748271,0.738218929,0.729800297
102.6717238,0.193419271,0.770458403,0.388190088,0.847798625,0.456873918,0.211354222,0.208478824,0.274854891
97.92374031,0.236290058,0.5548943,0.126026096,0.5035728,0.196868127,0.391232298,0.698402542,0.638200476
99.68534256,0.365554977,0.699990706,0.315474413,0.246312609,0.57805375,0.239643495,0.741691267,0.731324116
92.7367178,0.353968793,0.723203956,0.455019992,0.381663508,0.481093947,0.139781581,0.148843558,0.191515748
89.66115616,0.134397376,0.703322267,0.721603909,0.858769972,0.135786895,0.323813755,0.374564709,0.316787118
99.24420589,0.382662723,0.647757257,0.554230634,0.240432764,0.49467818,0.14399682,0.723651586,0.706910042
98.77061243,0.363128595,0.875205432,0.19658542,0.70350222,0.460779142,0.223729562,0.34751197,0.376701227
87.15718941,0.323680244,0.181660737,0.644191287,0.765610634,0.187012982,0.241727965,0.301502328,0.300440334
103.8237162,0.214101807,0.725240672,0.686825203,0.391044238,0.334461104,0.293620538,0.379015102,0.37491209
113.361283,0.333225783,0.853456984,0.497254326,0.838465044,0.458194511,0.27129838,0.546278525,0.520569803
108.4707006,0.148142911,0.307681311,0.220176629,0.45235656,0.234806966,0.127052291,0.463777087,0.451125902
89.8943925,0.166088046,0.369298637,0.554155527,0.627325345,0.402621255,0.134680677,0.142529727,0.171417184
114.4404704,0.218739306,0.882721968,0.724638603,0.820107997,0.225571987,0.309704595,0.185594766,0.199389864
80.82886839,0.190520085,0.949878055,0.434712029,0.723518867,0.125909861,0.243988439,0.78788609,0.606542162
96.15209953,0.204514506,0.81347302,0.532279554,0.150273176,0.26018973,0.268007655,0.100268966,0.111171741
113.8618309,0.274633315,0.175238941,0.248511244,0.794070299,0.316017321,0.332428548,0.592229562,0.574961861
80.21874773,0.146137653,0.180247263,0.411954413,0.61608175,0.566461838,0.276016234,0.645297789,0.647350574
114.2652395,0.360108931,0.762032756,0.341061305,0.611540368,0.351969636,0.222538441,0.448282674,0.427581057
115.6580857,0.350915585,0.229222428,0.344616087,0.804528187,0.411320659,0.085134727,0.66682813,0.651860921
80.91951874,0.226674817,0.640770795,0.262447837,0.228108896,0.327866392,0.369924193,0.303898928,0.305805144
103.1224285,0.234291661,0.907898413,0.187060009,0.135368425,0.217880603,0.298724486,0.645164102,0.622247108
117.3719107,0.316693686,0.988569797,0.45688776,0.235837011,0.480266555,0.233203216,0.111152575,0.151650297
119.1751316,0.105237298,0.480929096,0.301600453,0.792401297,0.271750367,0.245504213,0.62812699,0.569216936
110.9420514,0.308012169,0.464005107,0.627739456,0.174219544,0.496729345,0.286851307,0.510172657,0.513529476
98.58467657,0.176997444,0.722500061,0.17004221,0.641524277,0.551937952,0.380120488,0.412403949,0.441352903
85.48434662,0.33531316,0.627141621,0.741671997,0.646572326,0.54764325,0.369303266,0.457990922,0.475483823
90.84708921,0.364061305,0.919524199,0.524654939,0.602111207,0.234503341,0.120062157,0.23012658,0.232666812
90.90582432,0.257064031,0.350928604,0.368169738,0.854212409,0.32390186,0.272809673,0.161511717,0.185032563
99.91263631,0.243495957,0.933636152,0.229594327,0.660717539,0.485457651,0.290374595,0.761444545,0.692298214
107.959089,0.310086617,0.48857725,0.583771294,0.473691432,0.191158092,0.067809658,0.438361618,0.412371425
81.92658338,0.148911361,0.117392587,0.717573879,0.109084318,0.272715724,0.034346754,0.23672501,0.242174138
98.56624639,0.192310487,0.702282489,0.262893333,0.769426536,0.599498282,0.278886674,0.338493553,0.400966195
104.6628716,0.143114414,0.225959761,0.410637577,0.25731794,0.549824664,0.27107457,0.767040121,0.771001831
119.471451,0.254370542,0.209495579,0.625388785,0.83720586,0.409237867,0.365855244,0.657598642,0.646238413
108.7859503,0.27617712,0.9157241,0.593294098,0.896762539,0.316920689,0.167226885,0.578811545,0.498341928
109.2737544,0.317699748,0.686973167,0.453686561,0.745487244,0.194083952,0.214787942,0.754021109,0.632329935
108.5493752,0.136098496,0.301882616,0.371716742,0.424128266,0.220300511,0.201475328,0.225862066,0.22605684
88.45205081,0.367913713,0.210674792,0.782305983,0.161847897,0.595972897,0.189992273,0.601786972,0.603693208
111.3802302,0.188532456,0.228001037,0.432802963,0.829048417,0.180629654,0.11761955,0.769516332,0.723108599
108.6244853,0.150667564,0.769944179,0.558876584,0.662082813,0.447134934,0.164607868,0.505547017,0.493065032
102.7033135,0.2014653,0.433194626,0.750500536,0.697838545,0.13051299,0.20461158,0.745767426,0.663480626
90.99689844,0.325199034,0.462718724,0.394686482,0.10001158,0.148700699,0.147270032,0.565292436,0.558179148
87.08131409,0.256420872,0.406609478,0.223386526,0.108760808,0.36587507,0.179746256,0.657698381,0.655545507
108.4186932,0.127576077,0.172771836,0.6279717,0.66652257,0.551709954,0.380055671,0.472413761,0.483582935
106.3045653,0.122911779,0.405198048,0.22028292,0.729071945,0.327519269,0.349054967,0.219259809,0.233273236
101.9061234,0.218849083,0.941196742,0.623327903,0.877206471,0.382615287,0.142268673,0.717672103,0.611623399
91.35492025,0.114394469,0.185027964,0.608443957,0.142704286,0.347295318,0.075950907,0.368133315,0.372639832
83.80556229,0.169147675,0.294511168,0.641041282,0.420497948,0.598671756,0.093556125,0.216827511,0.241312541
98.33849134,0.35194308,0.596083225,0.238968781,0.42635902,0.138705922,0.301410649,0.106757044,0.111011047
97.0066767,0.121952618,0.802012641,0.64153334,0.531098475,0.304820272,0.352907684,0.210331733,0.229654902
91.17474618,0.224954033,0.749562496,0.551208518,0.246017525,0.291117513,0.11300058,0.148654461,0.162762046
115.9089909,0.287012756,0.688477295,0.731644646,0.821603798,0.283791499,0.072659811,0.44683395,0.410512669
106.4595037,0.269230786,0.760322701,0.301173599,0.826027201,0.310815884,0.25576212,0.633904719,0.551138247
112.0262087,0.353680455,0.589059498,0.119270289,0.201158937,0.164886632,0.101795206,0.678421801,0.652051465
102.1702013,0.380596798,0.932197622,0.47441013,0.66272374,0.134233703,0.251046828,0.227535907,0.205854232
89.69717533,0.228476291,0.104207785,0.771323304,0.593844742,0.585393697,0.149821219,0.348983352,0.360818476
115.991212,0.247601646,0.936822298,0.250108549,0.26805014,0.106232179,0.083092104,0.32291453,0.297897774
109.0743952,0.127975028,0.442399011,0.159149935,0.479392791,0.291777027,0.31669696,0.241103372,0.24765259
107.5745721,0.320571561,0.382386462,0.410006455,0.261335185,0.573031755,0.242755751,0.203292981,0.222067876
112.175423,0.118785129,0.59951032,0.342319065,0.400653645,0.414330331,0.284357211,0.637152942,0.613634574
80.54849862,0.366580226,0.33578779,0.209910152,0.348870064,0.503535253,0.218743748,0.133557432,0.155347529
106.402472,0.192076931,0.180883966,0.657827411,0.829632734,0.307804427,0.266574233,0.60038469,0.587720116
105.1649784,0.136511239,0.27337729,0.449524176,0.208608991,0.483114332,0.140043449,0.440528995,0.447075969
103.9263329,0.392087435,0.193247649,0.241024812,0.6282151,0.156062093,0.284009397,0.326941017,0.321750963
93.59277435,0.215134109,0.710128811,0.180264198,0.353677459,0.527072023,0.075647816,0.308706934,0.335400098
117.1612709,0.288528244,0.832940525,0.772255306,0.519484715,0.324887781,0.367375136,0.415157836,0.399739162
92.44171053,0.391722,0.658767266,0.194022427,0.112175316,0.171956367,0.299804174,0.416228717,0.407200247
99.41736571,0.270447945,0.127506588,0.455188896,0.136764916,0.458987586,0.378932991,0.367550378,0.370765751
111.4657035,0.305973725,0.691040771,0.79103326,0.269492261,0.47765697,0.196396602,0.718565785,0.698981497
112.2632537,0.101348115,0.937889902,0.125789162,0.343450411,0.534359929,0.319664501,0.167781582,0.221528252
81.47011199,0.177051192,0.802077461,0.420256232,0.264720967,0.248895862,0.098688165,0.574008792,0.541665224
107.1011817,0.336509433,0.618865779,0.563252496,0.264160176,0.279678127,0.195644128,0.690918523,0.662443907
87.98977407,0.157296682,0.901833195,0.549139657,0.721140028,0.464974345,0.153517308,0.700006999,0.63933768
112.826739,0.316581064,0.942322557,0.215332352,0.107197643,0.445761832,0.196554059,0.622108403,0.613803987
86.38747965,0.211049897,0.666629626,0.270768433,0.165298139,0.544746227,0.096484167,0.432919931,0.441513437
88.9313843,0.399283217,0.684345744,0.475396432,0.295568098,0.513774164,0.183991227,0.241646159,0.268515893
81.42868609,0.303454362,0.360437551,0.386974361,0.393533561,0.4363254,0.259753072,0.549195409,0.547157495
98.93177525,0.244909063,0.910140002,0.779234137,0.719271324,0.336259772,0.180813396,0.693917551,0.601641627
112.8078222,0.350585127,0.268581146,0.364038365,0.736225488,0.306347593,0.326835734,0.378847455,0.375058638
109.1230395,0.220539806,0.932294018,0.767709833,0.887542664,0.35902445,0.206732163,0.367581259,0.367753843
119.6980001,0.122073708,0.333457203,0.377401295,0.678618059,0.101680635,0.374536057,0.498064919,0.455317424
85.79758265,0.195702618,0.49508173,0.211799159,0.534707185,0.591922083,0.078042101,0.702688525,0.692580185
114.3476129,0.167435614,0.840198569,0.398858108,0.403049436,0.432046185,0.074099586,0.276360592,0.301077933
115.1723039,0.15024627,0.929994292,0.671103957,0.394426335,0.594225437,0.199160008,0.617147107,0.614311076
100.2087627,0.330563924,0.790182338,0.655554869,0.284497363,0.184253351,0.038245121,0.777887079,0.717894644
101.3805066,0.159883591,0.996969283,0.568124593,0.420608817,0.144159847,0.103675866,0.777450887,0.662948762
89.45246978,0.121005539,0.505739691,0.339043316,0.553924861,0.337024802,0.334523363,0.547023492,0.521205816
104.5850109,0.374219555,0.627151413,0.547996587,0.281173617,0.39795396,0.07070175,0.403984889,0.403939288
111.5806416,0.326075521,0.122470155,0.759664418,0.860680084,0.2269507,0.140339131,0.631583458,0.628536178
111.5835756,0.173547341,0.406461511,0.385885809,0.742634937,0.115574412,0.308337798,0.493183643,0.443523297
97.49121009,0.329300626,0.955170416,0.589545812,0.840524865,0.326552029,0.20793581,0.126528152,0.190502478
118.1558436,0.246488789,0.534450371,0.639271378,0.123192524,0.219449364,0.119378907,0.704300089,0.691206054
89.96588444,0.247371274,0.907766264,0.725712788,0.852708035,0.393374953,0.128146117,0.470065136,0.449160143
85.83359016,0.223780847,0.866323881,0.204711478,0.630633917,0.309012973,0.397517558,0.158246236,0.192871745
80.53047324,0.387829224,0.387039936,0.42272587,0.152978373,0.123167363,0.313544794,0.554139817,0.544873671
84.10173721,0.337204789,0.982334399,0.248213762,0.650577992,0.588697833,0.321690277,0.52587882,0.54302653
110.0673832,0.186545984,0.307281938,0.320212387,0.688354245,0.365764207,0.10288779,0.709159522,0.678495203
105.9718482,0.141629883,0.829028795,0.200184787,0.598566226,0.274514934,0.347730089,0.33891378,0.326970889
101.8739182,0.16951884,0.892630712,0.178507091,0.567840412,0.268081123,0.27261846,0.457606076,0.418385341
113.0930789,0.3584653,0.172179402,0.674774932,0.545240735,0.532404141,0.16889278,0.694783397,0.693023489
104.8963551,0.227590221,0.336819425,0.787150078,0.588360033,0.244635128,0.071566777,0.292743511,0.292997098
104.9703996,0.357234254,0.686634347,0.562103724,0.407922477,0.115635876,0.113009053,0.575324579,0.517357932
89.18100138,0.22463324,0.314230806,0.150961322,0.476012958,0.180145703,0.313478761,0.416670373,0.401513709
112.6701563,0.370454318,0.489581412,0.742362285,0.465305586,0.110340592,0.05481966,0.305793213,0.286884974
114.007423,0.179881323,0.324902775,0.298232615,0.433128405,0.200570492,0.243435393,0.346621314,0.340013991
95.97150246,0.233626211,0.349749779,0.275811602,0.876728244,0.455667067,0.236062356,0.234796585,0.266163862
109.358248,0.27845072,0.452929631,0.634492936,0.885512531,0.179948767,0.244479575,0.139387527,0.147862082
110.1463619,0.352249467,0.131925213,0.632935569,0.424209058,0.553186838,0.272268754,0.660123806,0.663234232
80.4822515,0.281609711,0.13346735,0.119267098,0.524951032,0.537928288,0.255912638,0.503473029,0.514737963
87.22212123,0.146552397,0.822346229,0.109093026,0.105188224,0.403548921,0.096490778,0.35616832,0.3582414
105.9490744,0.217505814,0.714412742,0.516971032,0.692690937,0.565664965,0.269054443,0.753340655,0.713064356
94.38512123,0.380932849,0.375178852,0.456391894,0.865608844,0.147088168,0.067073719,0.509148254,0.459088183
106.7024028,0.387998004,0.185073256,0.676180364,0.675410081,0.334240289,0.364241369,0.366466737,0.370797835
109.4932869,0.144018973,0.97936607,0.580004159,0.448935592,0.392160001,0.331540716,0.503395874,0.485237365
94.28696193,0.122313023,0.707117332,0.7018037,0.307475901,0.431278091,0.330653519,0.371378221,0.378312446
81.68768909,0.23642466,0.557151505,0.463617042,0.157247232,0.334034082,0.060602071,0.642684241,0.6313634
105.2159133,0.347790989,0.370325597,0.267823968,0.328494553,0.441139376,0.254434184,0.45242713,0.45357728
109.9548929,0.37639431,0.464398535,0.334732,0.122727991,0.19265456,0.202790273,0.459967412,0.451900572
99.68946298,0.394585389,0.905556422,0.4059484,0.788007811,0.38030786,0.173962203,0.773192482,0.66212486
113.567994,0.160843521,0.680343589,0.563541473,0.14251401,0.180012573,0.321529265,0.20480659,0.204615711
110.3858947,0.370108919,0.31169629,0.578651429,0.351936512,0.543590301,0.334054057,0.482848601,0.489549107
83.24652456,0.122097628,0.224125874,0.167425812,0.389428031,0.455275997,0.349963794,0.37593464,0.381868011
101.638781,0.298609524,0.185005347,0.759508984,0.38895266,0.535407724,0.348806726,0.454473681,0.466271253
101.3408138,0.346977439,0.680565512,0.506104725,0.386579642,0.387020297,0.363153712,0.107683516,0.14256259
85.77212774,0.260694465,0.672715369,0.167765015,0.67541409,0.486303072,0.199500511,0.787333993,0.731970897
113.5250077,0.105974988,0.992513251,0.530300958,0.228471439,0.394775161,0.301777115,0.121530491,0.151322777
87.26159147,0.352015269,0.626467801,0.259400207,0.496310129,0.166079404,0.3720817,0.455706617,0.417906414
90.55426474,0.131774087,0.948476802,0.68964404,0.448539433,0.414146828,0.044182831,0.131518768,0.185248635
110.7479464,0.265383711,0.740865513,0.230960643,0.753062966,0.243305868,0.15139982,0.275074581,0.268130266
80.09221908,0.163058949,0.419723609,0.746366367,0.696289556,0.554026285,0.124917226,0.276416238,0.316718741
106.8216427,0.209602192,0.981108311,0.624612486,0.39788272,0.13316225,0.100930679,0.758887847,0.651990379
107.3583561,0.362422996,0.235636958,0.361585722,0.877597982,0.204665261,0.136981989,0.699816274,0.656340023
107.9706827,0.358030152,0.173664999,0.273765423,0.231838423,0.18278676,0.089928135,0.548996011,0.551051815
85.58510961,0.258834443,0.823945151,0.140639492,0.651509744,0.334215562,0.145456999,0.771540151,0.67419614
88.32605891,0.338714946,0.56856841,0.506568624,0.822763995,0.278964487,0.294121367,0.623609852,0.555545374
111.0384505,0.365565752,0.791310857,0.134401089,0.300153312,0.137146776,0.07889326,0.419079046,0.388507972
106.815937,0.119621324,0.864941086,0.746621401,0.404668001,0.551176051,0.03370511,0.543635082,0.547731458
84.64029897,0.399900543,0.95719482,0.370290732,0.581564271,0.187518801,0.184665784,0.335168389,0.301626206
89.0849681,0.314456845,0.771340534,0.173732507,0.116848331,0.446403631,0.251178511,0.627390968,0.620798332
100.5436604,0.392170377,0.646947328,0.36046064,0.119651478,0.126956984,0.361328412,0.41241467,0.399806581
100.8482406,0.132791346,0.663363977,0.373388005,0.190130385,0.195661096,0.291730364,0.64495327,0.618849701
99.46459078,0.325230728,0.582377208,0.16985193,0.52178689,0.471920114,0.298796193,0.518256666,0.514476619
94.63477628,0.106793312,0.722299892,0.78598142,0.149305091,0.264203277,0.365257075,0.594471217,0.577747209
111.5055424,0.390049196,0.452191797,0.706349766,0.120449555,0.525541492,0.298818703,0.478062021,0.484347057
89.59278798,0.374209055,0.790691324,0.524696778,0.36828954,0.368513818,0.329132208,0.245684336,0.262551851
119.8984443,0.28031763,0.520550866,0.694293553,0.698203162,0.278912489,0.20610238,0.247636673,0.254270138
82.00225153,0.270581085,0.178392385,0.290338734,0.825955911,0.323448498,0.302062332,0.731312636,0.718482446
90.93855416,0.2646751,0.498384315,0.254290194,0.762891648,0.53193247,0.080763755,0.413473942,0.435395483
94.93068623,0.17957489,0.984577852,0.577321012,0.18200907,0.122165082,0.314426727,0.696433692,0.648873156
97.14032027,0.138209938,0.268313264,0.716736203,0.234323181,0.377949047,0.289747834,0.513833325,0.515626983
90.7322939,0.36172175,0.967138151,0.253796376,0.608088382,0.579020892,0.364738681,0.137277684,0.24619941
95.90671609,0.263744664,0.110022128,0.652910642,0.400174606,0.559654597,0.203336501,0.203376172,0.218050205
88.64901331,0.397258908,0.384587908,0.37692204,0.234923131,0.262723553,0.05867043,0.314532825,0.315127966
112.0783868,0.396294439,0.356604955,0.251669034,0.313167788,0.336671731,0.19385851,0.387959999,0.388832186
97.63509635,0.142345734,0.210950495,0.756399615,0.829100439,0.486636142,0.153506029,0.346234239,0.359745181
86.66844156,0.38324032,0.57740573,0.262806056,0.442742125,0.126583004,0.213722702,0.336198361,0.311720937
114.4741387,0.124590973,0.846211388,0.584535542,0.629990422,0.163484721,0.063998063,0.390672459,0.34098917
95.26522322,0.156005582,0.575487307,0.769997306,0.882157752,0.111049954,0.22935312,0.392475884,0.333412647
112.7689505,0.336621138,0.702694714,0.546594847,0.898063522,0.375536586,0.341145469,0.700195543,0.615400064
119.0752871,0.342567871,0.399486729,0.422342234,0.129318094,0.444668652,0.261355356,0.664392375,0.663187287
81.03260419,0.27097596,0.703168889,0.458426344,0.846956641,0.365479251,0.37403498,0.638922169,0.571447391
100.3283605,0.197119684,0.629189761,0.478053606,0.213193483,0.431272809,0.069141092,0.261063647,0.273219511
85.30778694,0.386697012,0.923507438,0.215705132,0.868254323,0.485293107,0.276801971,0.236270448,0.315242559
94.08216708,0.347339311,0.909615882,0.426435189,0.761789961,0.429775404,0.393063011,0.537317182,0.507120206
93.84537941,0.230101574,0.146584385,0.671510669,0.889571126,0.38183611,0.286640329,0.17870896,0.198291202
110.2525457,0.19231341,0.333174683,0.372826337,0.47303412,0.488858027,0.166837471,0.560451346,0.560569116
113.223056,0.192045032,0.865542481,0.123170004,0.230249589,0.18217637,0.19467409,0.570377238,0.533652479
89.48057938,0.182375538,0.419845805,0.65363215,0.350927749,0.27049512,0.390355512,0.549992108,0.534837606
86.28647805,0.355932003,0.64196075,0.584912253,0.375237484,0.396890853,0.263540544,0.493524954,0.485512505
86.55348278,0.23009032,0.803676956,0.600838838,0.239743072,0.463158316,0.076728206,0.379293645,0.388895421
85.14707267,0.247348857,0.428458282,0.296284759,0.311609482,0.518385425,0.212655778,0.57194406,0.573889947
90.24074651,0.374306218,0.901007968,0.695419103,0.418995881,0.557246664,0.064196561,0.331764618,0.370671297
107.987501,0.253049743,0.589889483,0.667981728,0.696923509,0.246212443,0.202683329,0.275888062,0.27298666
80.77865094,0.311327312,0.533320395,0.416625936,0.370894566,0.413302331,0.064548591,0.783334071,0.750353654
107.5018003,0.157427916,0.849754118,0.154829993,0.65411342,0.41001098,0.359822739,0.719088682,0.644888651
93.5023967,0.264007257,0.392099471,0.378838267,0.823114262,0.408109615,0.268759112,0.694890408,0.657666191
80.70151855,0.171130491,0.197825508,0.504239576,0.791842249,0.590103166,0.372090007,0.660014083,0.66603657
102.8352439,0.153941623,0.800099136,0.164470705,0.600182008,0.15726408,0.335103493,0.61091893,0.519370718
93.62444624,0.244528648,0.104206217,0.409341634,0.320850208,0.492665777,0.035695374,0.545653738,0.549727297
103.3088855,0.342579798,0.702849746,0.641285478,0.752336513,0.505183737,0.16190422,0.500379276,0.502209073
98.15752848,0.349872377,0.417310266,0.540204504,0.836977376,0.264565982,0.341484693,0.197237202,0.209457806
115.7373398,0.236919613,0.448356591,0.687780296,0.719056456,0.335756381,0.323051662,0.393778501,0.390304009
111.035899,0.373515945,0.856211329,0.648612362,0.35580868,0.1226975,0.355747468,0.223993521,0.211637219
95.29349694,0.180127284,0.395041103,0.162962124,0.245973615,0.123428216,0.385380296,0.462218084,0.449213644
91.09615568,0.169283421,0.496297888,0.169122931,0.70819335,0.311240218,0.083165323,0.658727286,0.60453741
90.35816915,0.173384906,0.688053088,0.560986946,0.822360355,0.143571936,0.095415379,0.133296438,0.137053021
100.5724246,0.179235562,0.739427461,0.706329321,0.685638944,0.373671422,0.039150852,0.192861405,0.233750508
101.5922385,0.249643607,0.213395866,0.289495041,0.859867336,0.227884111,0.377703353,0.501373776,0.485519098
112.8766134,0.344434539,0.770818722,0.509257184,0.767382131,0.484867496,0.307760031,0.2204324,0.285516536
92.5370175,0.375394113,0.32018333,0.748656518,0.213031032,0.421190999,0.267981514,0.123538967,0.136827227
99.93597308,0.384484745,0.729911261,0.472999584,0.155714644,0.506592626,0.291507688,0.291451476,0.306448082
81.33612785,0.3132347,0.230474984,0.21924561,0.861154059,0.344806079,0.23053334,0.623295722,0.598229435
109.2486321,0.278088944,0.492520328,0.666349047,0.343511109,0.102766175,0.239112291,0.303289463,0.288489422
112.8392794,0.189736643,0.434598451,0.65904849,0.751374315,0.239049201,0.062477053,0.523384122,0.485299192
88.38440363,0.3788567,0.499110417,0.538982311,0.355009257,0.447208458,0.391939876,0.262487319,0.280550701
102.6344721,0.243643834,0.491680836,0.187872926,0.625944233,0.349938736,0.133494957,0.773031024,0.719180313
106.8877043,0.239222843,0.826635128,0.490402345,0.470034706,0.268440529,0.094967284,0.272712221,0.273465316
116.3673118,0.113288721,0.353683158,0.754122314,0.573223661,0.543333907,0.085542691,0.539903444,0.542043729
114.3251569,0.317984679,0.387465455,0.624102898,0.222027241,0.314239398,0.041457694,0.198688393,0.206224694
106.6430885,0.156369802,0.339669952,0.489837117,0.65144008,0.366678879,0.110983524,0.497346268,0.486260604
108.7291299,0.137223473,0.261228621,0.266270324,0.43488633,0.438090264,0.266424967,0.60761286,0.606632909
116.5608495,0.288672168,0.394268069,0.310120372,0.865011422,0.285028545,0.100754375,0.751170592,0.68163602
100.8652923,0.392943644,0.193246414,0.774567849,0.485709124,0.470072613,0.107064091,0.635548869,0.637466572
98.84123617,0.314665873,0.785444473,0.104622212,0.696816716,0.121168699,0.257292949,0.61577948,0.504868119
118.656722,0.18088262,0.551841655,0.58663575,0.349179903,0.485586579,0.165515263,0.332735988,0.346930892
105.6546036,0.11424197,0.680298408,0.43876614,0.769250552,0.257094695,0.315658862,0.216955814,0.226368439
100.2045206,0.117998608,0.958105362,0.354368166,0.308092458,0.420924872,0.039641984,0.601912846,0.578578909
97.60286649,0.292260756,0.284962839,0.163792164,0.555570056,0.152436905,0.151361073,0.151958152,0.153891398
84.71398116,0.172186482,0.277552512,0.311653862,0.280428962,0.453051988,0.333869787,0.473511002,0.479658454
110.2112854,0.250016239,0.489528065,0.450297627,0.882742711,0.180858344,0.318947879,0.658983431,0.571900928
90.33023143,0.322014813,0.726266652,0.539338843,0.786837004,0.493439228,0.338142295,0.566345969,0.550067971
105.6061337,0.231458054,0.262256772,0.321728226,0.553420361,0.248005869,0.208379074,0.354837965,0.348621582
107.0042325,0.118631837,0.555570259,0.288769846,0.549698215,0.376184968,0.315731663,0.776807388,0.722689321
107.9074196,0.315287759,0.186926852,0.491706541,0.886322726,0.463364214,0.194021517,0.482200478,0.481162284
114.8783124,0.148769891,0.11272552,0.190007035,0.829311781,0.186783897,0.307559566,0.638490325,0.629327759
81.36177811,0.127661711,0.45895709,0.10422243,0.17082992,0.369224089,0.255423608,0.533951404,0.531837955
99.55726654,0.139441048,0.716013864,0.395437638,0.898994524,0.339671487,0.272795478,0.263985268,0.285773593
94.29199324,0.323768685,0.358542965,0.177367324,0.746947961,0.564049343,0.241890244,0.508589612,0.517433275
106.873859,0.175707166,0.554526656,0.110813747,0.322784046,0.379047736,0.044177317,0.141035903,0.162000987
119.7597376,0.334314653,0.903105885,0.242227905,0.236328877,0.568040046,0.13861297,0.255887613,0.287207952
94.35157577,0.219288572,0.725861731,0.704975708,0.311098124,0.116987004,0.218743022,0.561239843,0.518707246
109.4988362,0.315726921,0.407939349,0.713222588,0.155541273,0.2965566,0.165870572,0.433182015,0.43366515
116.9258067,0.187609505,0.212058543,0.513677429,0.190519994,0.322143589,0.325972181,0.442775295,0.4445887
105.4323605,0.388651143,0.349137219,0.154839406,0.279812564,0.291598965,0.395162182,0.366454114,0.366758303
98.42124552,0.28468839,0.435552111,0.740437793,0.653266961,0.241333349,0.106250804,0.555524005,0.51908903
85.61956909,0.317397689,0.432653539,0.6081026,0.28182306,0.486218385,0.038091196,0.593539236,0.588831415
101.6041579,0.170839703,0.731124006,0.61484877,0.630873728,0.597887507,0.221879156,0.562097221,0.571692853
91.07573742,0.294223854,0.232646452,0.623324396,0.579473009,0.43561908,0.376424347,0.288650547,0.301417882
86.17896619,0.230957144,0.72160804,0.595767134,0.283395361,0.30613295,0.309128194,0.134220539,0.151927753
94.02224437,0.397442162,0.382640136,0.326895736,0.52481518,0.338339914,0.287877153,0.612424629,0.590254734
115.7846522,0.167112258,0.2883121,0.488528491,0.819443048,0.265601768,0.163150901,0.590353019,0.560474391
106.588855,0.194190364,0.242359972,0.666571713,0.357647562,0.491513952,0.307975657,0.336530989,0.343795077
